"title","level","service","category","description","id"
"RedMimicry Winnti Playbook Registry Manipulation","high",,,,"a250ceb5-fda2-758b-e33b-594cb197d8ca"
"Atbroker Registry Change","medium",,,,"5c5490c6-68eb-786c-e6b0-12374dce833f"
"Shell Open Registry Keys Manipulation","high",,,,"b1bd0320-da55-2715-927f-f70a3cb846fa"
"WINEKEY Registry Modification","high",,,,"c28049f8-7766-14aa-616f-a8628ee679bd"
"Potential Credential Dumping Via LSASS SilentProcessExit Technique","critical",,,,"c42f7ed2-10ea-21b4-bcc5-6978cbf4ca0d"
"Potential Qakbot Registry Activity","high",,,,"52da4b83-76bb-1c03-3d3d-d2767a05c186"
"New PortProxy Registry Entry Added","medium",,,,"930cd1b8-c592-1982-65c9-cf7fecc0adf7"
"Office Application Startup - Office Test","medium",,,,"3b19eda3-3430-8cdc-686c-e0d94a32427d"
"Run Once Task Configuration in Registry","medium",,,,"f00c4059-0241-7fee-4186-e8d0b5741cba"
"Windows Registry Trust Record Modification","medium",,,,"b2a0af70-a308-0185-6128-c2e37db1ebf2"
"Suspicious Run Key from Download","high",,,,"f81b1344-1639-27dc-c1e1-577c4e6c8e19"
"PrinterNightmare Mimikatz Driver Name","critical",,,,"33feb9a9-afd4-3403-46c9-13a7b4a62b80"
"New DLL Added to AppInit_DLLs Registry Key","medium",,,,"5e3a86ef-f4fb-dd10-9bc7-e7c2d0a15e70"
"HybridConnectionManager Service Installation - Registry","high",,,,"0a77c311-af5b-b0e4-4d1d-e87ede81b2c7"
"Pandemic Registry Key","critical",,,,"a36fab91-8874-79c8-32cb-b2a0117d5a0b"
"DLL Load via LSASS","high",,,,"f90321bd-3a7e-2f0a-220f-49096e6b8ef5"
"Registry Persistence Mechanisms in Recycle Bin","high",,,,"1617c214-9562-4819-58cd-ffa7929cf167"
"Narrator's Feedback-Hub Persistence","high",,,,"e45e543e-8d13-302c-2825-398896bd0bf8"
"Security Support Provider (SSP) Added to LSA Configuration","high",,,,"a2b70475-be0a-993d-b01f-8ecf4bbd7576"
"Creation of a Local Hidden User Account by Registry","high",,,,"447c311d-5d73-52c3-d10c-a1205258cf04"
"Path To Screensaver Binary Modified","medium",,,,"f5a1f729-ff8c-577e-2d33-a209e00bf7f3"
"NetNTLM Downgrade Attack - Registry","high",,,,"3387665f-9c44-56db-5cb9-a35e48689376"
"UAC Bypass Via Wsreset","high",,,,"95ca0984-3622-ee0b-d0b7-4bf861f58030"
"Sticky Key Like Backdoor Usage - Registry","critical",,,,"255a8d48-2f51-b8e1-ed5c-4063555a7569"
"Esentutl Volume Shadow Copy Service Keys","high",,,,"f6fed793-a359-2cae-0383-6ec6a9aee77b"
"Disable Security Events Logging Adding Reg Key MiniNt","high",,,,"36ef53bd-ce38-b8b6-b163-c7ff42107ecb"
"Registry Entries For Azorult Malware","critical",,,,"46595663-e666-c413-ccf4-028a618ca712"
"Suspicious Camera and Microphone Access","high",,,,"139f52db-35af-c5f8-bbf8-22a2094dfea6"
"Enable Remote Connection Between Anonymous Computer - AllowAnonymousCallback","medium",,,,"153b0ce0-9f0b-f10f-7d6e-3a23dea83494"
"Wdigest CredGuard Registry Modification","high",,,,"60c241e3-567b-86bb-ae42-0e0b650b51ec"
"Windows Credential Editor Registry","critical",,,,"092a900e-c6b2-7064-f7b5-699f1b3be49d"
"New DLL Added to AppCertDlls Registry Key","medium",,,,"0af15a7d-56b4-6742-50d9-011df5f8449e"
"Suspicious Execution Of Renamed Sysinternals Tools - Registry","high",,,,"6a724c01-e3a5-3f08-0a26-a25aab47a2d1"
"Potential NetWire RAT Activity - Registry","high",,,,"61bb2824-c37f-f432-0767-9a80d45583aa"
"Potential Persistence Via New AMSI Providers - Registry","high",,,,"d8884952-23ce-8a65-d998-cb775a119c95"
"PUA - Sysinternal Tool Execution - Registry","low",,,,"08427b1c-3ceb-9aa5-7d8d-84dfc1531fb8"
"PUA - Sysinternals Tools Execution - Registry","medium",,,,"cab7e60f-55aa-b72e-1943-4d3980028a43"
"Potential Persistence Via Disk Cleanup Handler - Registry","medium",,,,"e3adf6e1-6fbf-d4fe-ee8f-a000db6d64c8"
"Potential COM Object Hijacking Via TreatAs Subkey - Registry","medium",,,,"6b4b0ded-e40c-4d49-68f0-b78339d9587e"
"Potential Persistence Via Logon Scripts - Registry","medium",,,,"c6a4d8a3-8e7d-30b4-a6f0-aee8a87463bf"
"Enabled User Right in AD to Control User Objects","high",,,,"eaafcd7e-3303-38d1-9cff-fcfbae177f4d"
"SCM Database Privileged Operation","medium",,,,"ec9c7ea2-54d7-3a55-caa8-4741f099505a"
"Lateral Movement Indicator ConDrv","low",,,,"6683ccd7-da7a-b988-1683-7f7a1bf72bf6"
"Possible Hidden Service Created","medium",,,,"15db3cc7-30bd-47a0-bd75-66208ce8e3fe"
