"title","level","service","category","description","id"
"SOURGUM Actor Behaviours","high",,,,"9c814658-2890-e222-15ec-41330fd1fad0"
"Exploit for CVE-2017-8759","critical",,,,"cfbcf9de-6e1d-7197-68f5-3fc5226b6373"
"Exploit for CVE-2017-0261","medium",,,,"6beb9c36-3f8a-5de4-1979-7e2b1f7e6f27"
"Droppers Exploiting CVE-2017-11882","critical",,,,"9e9587ab-f1e4-6415-6bc7-bd47066924ba"
"Fireball Archer Install","high",,,,"016f9629-14c0-6760-6a57-2964982c53c5"
"WannaCry Ransomware Activity","critical",,,,"56fadac1-9828-3743-02f7-df46e4e5a2b5"
"NotPetya Ransomware Activity","critical",,,,"f9a894d9-db42-b853-3caf-28fdb62fad98"
"Adwind RAT / JRAT","high",,,,"d37941e8-2688-f070-4a3d-ac1b76dec8d2"
"Potential PlugX Activity","high",,,,"57e6d496-927a-453c-36cf-2fece4eb81ae"
"Potential APT10 Cloud Hopper Activity","high",,,,"b0e856a7-d88c-046d-8874-70a60f6bd627"
"Lazarus System Binary Masquerading","high",,,,"c451e783-f3fc-738b-e5fb-e40879c5804a"
"Ps.exe Renamed SysInternals Tool","high",,,,"3f54c5d2-0fd9-2b17-f9e5-c2fa4ca101d7"
"Turla Group Commands May 2020","critical",,,,"01fbd572-ed21-128f-a6f8-33d5cd9c5dd4"
"Turla Group Lateral Movement","critical",,,,"43b8a8bc-fb6b-2385-d4a0-7efb8523c625"
"ZxShell Malware","critical",,,,"d0fd7844-3a95-dea8-af80-626b8fcf4e3f"
"Tunneling Tool Execution","medium",,,,"613ea969-381a-6723-e44f-9202a3e64638"
"Arbitrary Command Execution Using WSL","medium",,,,"8a0a2c60-bc08-2e90-8f92-1da8d1f8499b"
"Potential Password Reconnaissance Via Findstr.EXE","medium",,,,"377979aa-f6e3-79ac-c29c-43d82f8e48a7"
"Curl.EXE Execution With Custom UserAgent","medium",,,,"e0489e47-4c09-f300-bf19-14475e09c953"
"Manual Execution of Script Inside of a Compressed File","medium",,,,"e86bcb59-4f56-b91f-1c5f-100512b9d367"
"Net.EXE Execution","low",,,,"e0f16539-f1cb-5cb9-0004-f3a040346952"
"Potential Proxy Execution Via Explorer.EXE From Shell Process","low",,,,"4519a945-f840-1570-0add-773bb923bedc"
"DLL Call by Ordinal Via Rundll32.EXE","medium",,,,"20c51c2f-7e3d-8f18-01f5-ef39633f31f9"
"Remote Access Tool - Ammy Admin Agent Execution","medium",,,,"b7469b0d-0e65-e130-f73c-9b9ccd3b363b"
"File or Folder Permissions Modifications","medium",,,,"2fbf12bc-cfa8-081e-6e1c-f7a08543c781"
"Regsvr32.EXE Calling of DllRegisterServer Export Function Implicitly","medium",,,,"e75ce043-bf1d-9f0c-e8bf-f149e9bd5283"
"System Information Discovery Via Wmic.EXE","low",,,,"5e3a93fe-fb7d-ad20-c7e2-e8712a13aefb"
"WSF/JSE/JS/VBA/VBE File Execution Via Cscript/Wscript","medium",,,,"5742c4d7-6bb8-d4c7-1abf-eedde7c178df"
"File Download Via Curl.EXE","medium",,,,"8a760077-f6df-d8ae-baaa-b183b988ac04"
"New Self Extracting Package Created Via IExpress.EXE","medium",,,,"bc8a6370-9950-1a63-7ece-7feed9d18e57"
"Diskshadow Script Mode Execution","medium",,,,"0d73093a-d5b0-8bc8-7a92-c4be8f638bf7"
"Dynamic .NET Compilation Via Csc.EXE - Hunting","medium",,,,"d11c691d-7387-9895-7369-83c0abfbfba7"
"Execution From Webserver Root Folder","medium",,,,"612adf3c-4f2f-852b-487d-3930de4337ed"
"Suspicious Tasklist Discovery Command","informational",,,,"a8683f51-05f0-cb77-d513-48b731911be3"
"Potential File Override/Append Via SET Command","low",,,,"b3580f6e-3488-e1e8-ec74-68176667ab9e"
"Diskshadow Child Process Spawned","medium",,,,"65955846-8a6d-8beb-af3d-ad2cdaf58f82"
"Remote Access Tool - Action1 Arbitrary Code Execution and Remote Sessions","medium",,,,"441ef2d8-5da0-7432-b390-b778f9f5c77b"
"Curl.EXE Execution","low",,,,"68f79cf9-60cf-aed6-ab55-707e40c4057d"
"Remote Access Tool - ScreenConnect Remote Command Execution - Hunting","medium",,,,"fc780b12-2819-3958-745b-4cd4c6b66435"
"Invocation Of Crypto-Classes From The ""Cryptography"" PowerShell Namespace","medium",,,,"73e99dad-5a1b-32af-36f2-0339c13763b4"
"Unusually Long PowerShell CommandLine","low",,,,"9d361072-2d35-e275-87b6-4915aa2beab8"
"Elevated System Shell Spawned","medium",,,,"a1facc19-608b-ffb7-9591-3063f27baa01"
"Rundll32.EXE Calling DllRegisterServer Export Function Explicitly","medium",,,,"eccdceeb-5139-9a2f-8bfd-9235f5a36687"
"Microsoft Workflow Compiler Execution","medium",,,,"592e613b-8b20-792b-c8be-b55cf0bbe6a4"
"Suspicious New Instance Of An Office COM Object","medium",,,,"7b704219-d3dd-93d1-6237-a4541abf28ed"
"Import New Module Via PowerShell CommandLine","low",,,,"f2b2d6f5-92ed-d0f5-25fe-38019bd55906"
"CodePage Modification Via MODE.COM","low",,,,"b25c6710-2d0f-f815-6c97-ba13c1680f88"
"Password Protected Compressed File Extraction Via 7Zip","low",,,,"9938bbf1-ddc1-5cb0-3fc5-5f55abdba2c0"
"New Windows Firewall Rule Added Via New-NetFirewallRule Cmdlet","low",,,,"9a19f541-5164-a71e-b29a-91d7d34d09e6"
"SMB over QUIC Via Net.EXE","medium",,,,"1907e117-0636-2197-9e4a-c6f58a1f30e7"
"Scheduled Task Creation From Potential Suspicious Parent Location","medium",,,,"f0e5d329-4070-a553-6ff1-1842415b9bc8"
"SC.EXE Query Execution","low",,,,"1a3d7d59-1928-edd5-afaa-ffb4018bf777"
"Cab File Extraction Via Wusa.EXE","medium",,,,"8a9c93e5-e67a-2190-d912-b0f9a3711b17"
"Set Files as System Files Using Attrib.EXE","low",,,,"78135073-a4b1-9708-8e2f-dced9caf0c32"
"Potential CommandLine Obfuscation Using Unicode Characters","medium",,,,"1c28655b-a54c-2619-b61d-1b3307a9d6dd"
"Potential DLL Sideloading Activity Via ExtExport.EXE","medium",,,,"27784707-1245-1352-019e-2ece1694aa9e"
"ClickOnce Deployment Execution - Dfsvc.EXE Child Process","medium",,,,"7482a6b9-2304-1d3c-7835-d804bcf7672f"
"Potentially Suspicious PowerShell Child Processes","medium",,,,"56ff2d1a-cadd-2622-f049-458f96d44a39"
"Potential Data Exfiltration Via Curl.EXE","medium",,,,"c86d9b72-174d-552f-255d-2e3818a6b891"
"EventLog Query Requests By Builtin Utilities","medium",,,,"28780094-1850-b624-cda8-9bec4509c976"
"CMD Shell Output Redirect","low",,,,"168763f9-a5fa-29af-e778-ed5054fe3044"
"Process Terminated Via Taskkill","low",,,,"2f97f9ce-7a7d-959a-856a-f32ca7058c3e"
"Potential Suspicious Execution From GUID Like Folder Names","low",,,,"d8d3e301-168c-b875-ade4-7962ec221634"
"Stop Windows Service","low",,,,"5e1aa8a2-0c7e-a580-4093-894302350358"
"SyncAppvPublishingServer Execution to Bypass Powershell Restriction","medium",,,,"62e3a364-8fcf-5d67-d080-27c37fade654"
"Lazarus Loaders","critical",,,,"c155c295-ca75-0671-80f9-2910740dabe7"
"Run Whoami as SYSTEM","high",,,,"9586750a-6351-1543-241d-6d76087e4b01"
"Registry Dump of SAM Creds and Secrets","high",,,,"f4ff3d8e-34aa-51f7-6a8e-5081ec934b65"
"Suspicious Bitsadmin Job via PowerShell","high",,,,"a6124306-bb3c-9e0e-a088-a4dee392c1ee"
"Base64 Encoded Listing of Shadowcopy","high",,,,"13aab741-9ea4-27bf-57c1-aac004da4b9f"
"Windows Update Client LOLBIN","high",,,,"a1901cc9-34ea-0ae3-68a7-07397e0d8338"
"Read and Execute a File Via Cmd.exe","medium",,,,"22061fc3-84a3-c190-7b04-d735915a8912"
"Application Whitelisting Bypass via DLL Loaded by odbcconf.exe","medium",,,,"ec8ef858-1a44-a7b3-821d-a85f6cdaa1c9"
"Cmd Stream Redirection","medium",,,,"70824154-ca31-ca8f-0cc1-045e5d217a3a"
"Visual Basic Script Execution","medium",,,,"124493b3-4f31-c0bb-dbe9-97f0666635ba"
"Possible Applocker Bypass","low",,,,"6e17c2a5-a828-97d2-c2f4-223c82264f3c"
"Process Start From Suspicious Folder","low",,,,"24e2ce91-6438-41b5-d23e-48e775ae72bd"
"Execute MSDT.EXE Using Diagcab File","high",,,,"5294a012-1f07-fe01-599b-94cf8adf630e"
"Suspicious Execution of Sc to Delete AV Services","high",,,,"84bff3a1-2282-883e-eaff-6e74ffbf1e5f"
"Execution via MSSQL Xp_cmdshell Stored Procedure","high",,,,"807db7b2-c1e5-520b-2e63-7b2c400be00d"
"RClone Execution","high",,,,"13dc41d6-0489-5505-887a-c3bc11ddec90"
"Rundll32 JS RunHTMLApplication Pattern","high",,,,"8994ee03-9478-bde3-ab3d-3abafad0bfd1"
"Process Memory Dumped Via RdrLeakDiag.EXE","high",,,,"4d7489b1-282a-3c79-a3fe-e852cdea4515"
"Stop Or Remove Antivirus Service","high",,,,"6ddd7376-3f18-f83d-1e75-58189e39abf1"
"Wscript Execution from Non C Drive","medium",,,,"5f55c592-7555-3ca2-5d49-f1b7b74454ab"
"Ryuk Ransomware Command Line Activity","critical",,,,"7b159be0-8034-a6cb-dcb7-f6fbcf9b2680"
"Potential PowerShell Base64 Encoded Shellcode","medium",,,,"2d9870fb-01d3-f66f-b058-9bd90d56418d"
"WMI Remote Command Execution","medium",,,,"f58bcb01-a76b-cc94-f698-29be1afd376b"
"MavInject Process Injection","high",,,,"1b8fce80-846c-a731-f21e-d6a2823fe38c"
"PsExec Service Start","low",,,,"0dc4e02b-cd15-c6bf-f6ef-134ff49fa620"
"WMI Execution Via Office Process","medium",,,,"0bca1760-51b3-cdf0-9756-923f2be12c94"
"Trickbot Malware Reconnaissance Activity","high",,,,"10aa2f9c-45d9-5c31-ffa2-06fc745b7e33"
"Invoke-Obfuscation Via Use Rundll32","high",,,,"300c09ba-ba6b-5fea-7022-567fa5593c41"
"PsExec Tool Execution","low",,,,"02e5fd82-2643-35a3-b104-51f4ef19c215"
"Suspicious Rundll32 Script in CommandLine","medium",,,,"ae18b229-740e-17c7-63f2-b15422d6271e"
"Run from a Zip File","medium",,,,"0557765a-6dad-b15a-5cf0-d92eef2b33ab"
"Excel Proxy Executing Regsvr32 With Payload","high",,,,"72d5e2d6-b55d-f6aa-2db3-4a5fd0d1dd98"
"Indirect Command Exectuion via Forfiles","medium",,,,"4bea8156-6003-3037-62a5-4be1429183b9"
"Monitoring Wuauclt.exe For Lolbas Execution Of DLL","medium",,,,"86c08df9-01b6-6556-09cc-9ac6feb774e8"
"Suspicious Esentutl Use","high",,,,"c21b19ea-3369-9fab-3ca6-767d24c85595"
"APT29","high",,,,"9f2a9424-8e85-d783-1735-f72375b3b6d8"
"Suspicious Characters in CommandLine","high",,,,"c4c78b6f-2ead-8d39-dc1b-9ab4e88fc5b6"
"Suspicious File Download Using Office Application","high",,,,"dc86094c-5f6f-895a-e92a-8b82229db6b7"
"Malicious Base64 Encoded Powershell Invoke Cmdlets","high",,,,"a3b6ca34-23c2-eedd-8733-1294655ca76a"
"Indirect Command Execution","low",,,,"62997599-6864-08ee-302c-90c1649f5e1a"
"Root Certificate Installed","medium",,,,"f378e980-dd67-4968-9df5-2ac09c718d4d"
"Suspicious Certutil Command Usage","high",,,,"540f0d7f-8d92-2c4b-ce07-2be23d582ede"
"TA505 Dropper Load Pattern","critical",,,,"0a67f769-527a-e79d-fa05-a4bbdcd6fcc4"
"Credential Acquisition via Registry Hive Dumping","high",,,,"4973dea2-3985-affa-babc-f0c00821d2a1"
"Suspicious Cmd Execution via WMI","medium",,,,"83f40f59-3ad9-6e41-f40d-b0c6cba08720"
"Activity Related to NTDS.dit Domain Hash Retrieval","high",,,,"b7e3098a-6c20-c6d3-df75-9b07536b3310"
"Potential Xor Encoded PowerShell Command","medium",,,,"405d20b3-771f-a808-6794-c0aae7cf9cf6"
"Invoke-Obfuscation RUNDLL LAUNCHER","medium",,,,"2b349adb-9984-0950-4917-0629c50ff73b"
"Suspicious Add Scheduled Task From User AppData Temp","high",,,,"cb56735d-37c1-c9ff-010a-4f31ee20e531"
"Lazarus Activity Apr21","high",,,,"528921e1-f356-7cca-49a4-c5e1402eb356"
"DNS Tunnel Technique from MuddyWater","critical",,,,"0f27e458-cb56-857e-1e9a-630975f5984a"
"Nslookup PwSh Download Cradle","medium",,,,"79c252ba-3759-a153-7242-9f3de6ec7ba4"
"Suspicious Bitstransfer via PowerShell","medium",,,,"dc28bbe4-14ec-d765-8514-2ff2ff532e24"
"CrackMapExecWin","critical",,,,"9fcbb5dc-f858-0445-bcf4-ade441a89dc3"
"New Lolbin Process by Office Applications","high",,,,"0fce2028-5a0d-536d-eafa-a00a85f184be"
"Regsvr32 Anomaly","high",,,,"1b8521f9-1e64-123d-b6f0-d133e0b6f34c"
"Domain Trust Discovery","medium",,,,"d5dc5032-aa74-54e8-76e0-3d264adc2ea0"
"Hurricane Panda Activity","high",,,,"6c99d057-c73c-6771-1c7f-a352debc5b84"
"New Service Creation","low",,,,"f3c0ce89-d7e4-b1be-b79d-265254701fe6"
"Winword.exe Loads Suspicious DLL","medium",,,,"af42e8c8-7702-f542-d278-68bf89a26251"
"Excel Proxy Executing Regsvr32 With Payload Alternate","high",,,,"9b2384e8-4067-f192-274f-73d711fc193f"
"PowerShell AMSI Bypass Pattern","high",,,,"9ec2c364-89c8-b572-4a96-ddc786444ecf"
"Abusing Findstr for Defense Evasion","medium",,,,"f7b13249-d828-2008-3a24-1364b5609ab5"
"WMI Reconnaissance List Remote Services","medium",,,,"105c3740-9666-1fe5-4e4f-e9e8bdf29dc1"
"Squirrel Lolbin","medium",,,,"6dd18e44-e4a2-1c08-3d0e-f4dc7e2fa9cc"
"Office Applications Spawning Wmi Cli Alternate","high",,,,"5ffab4e3-fa0b-4adc-c733-2754d5d2e20a"
"HackTool - SharpEvtMute Execution","high",,,,"d8a821b1-813e-ed4c-5b7d-a4bf59182a64"
"SyncAppvPublishingServer VBS Execute Arbitrary PowerShell Code","medium",,,,"3acb1e73-2bdc-efdf-3865-3967cf6ce445"
"Suspicious File Downloaded From Direct IP Via Certutil.EXE","high",,,,"e0c7a46a-e1c5-f3fd-6202-5fcf88ffeb16"
"Potential PowerShell Execution Policy Tampering - ProcCreation","high",,,,"44150656-1e8d-43ca-eebd-2f773849d62a"
"Suspicious Download From Direct IP Via Bitsadmin","high",,,,"eac79e1c-5b45-db94-6b62-f7581c5ed0cb"
"Disable Important Scheduled Task","high",,,,"7d26daa9-542e-73b8-57cf-fd0cd8794d26"
"Suspicious Control Panel DLL Load","high",,,,"1f5db239-6608-ab63-3f89-95375c7872fc"
"Import PowerShell Modules From Suspicious Directories - ProcCreation","medium",,,,"d671a75d-7b95-f624-cf04-8c7814fca3aa"
"HackTool - SOAPHound Execution","high",,,,"5c3a9984-9934-58ca-15e5-cc96b8da7455"
"Abused Debug Privilege by Arbitrary Parent Processes","high",,,,"4411c966-d5e0-1715-f458-2221d89b7eee"
"Disable Windows IIS HTTP Logging","high",,,,"3682c181-3b54-0cf3-cfdb-1d800bb7b125"
"Powershell Inline Execution From A File","medium",,,,"58d3ef60-05d8-9a87-7fde-3bd696dba247"
"Suspicious High IntegrityLevel Conhost Legacy Option","informational",,,,"5ede905b-ba07-4607-d2f1-ae3b552a752f"
"Potential Suspicious Mofcomp Execution","high",,,,"7ff57038-20dd-b144-f4f9-fe2fb075e004"
"Shadow Copies Deletion Using Operating Systems Utilities","high",,,,"0cad8839-9b0c-0a2c-8b61-c2b539604a10"
"Suspicious Service DACL Modification Via Set-Service Cmdlet","high",,,,"43286cfb-09a6-4e2e-a895-f3c073eeb9f1"
"Suspicious Reg Add Open Command","medium",,,,"bfa46528-db30-f4b6-d9b2-afca48a92538"
"Wscript Shell Run In CommandLine","medium",,,,"378bed70-399f-408f-0667-aa91c755a606"
"Finger.EXE Execution","high",,,,"1e5c4cf4-c566-7068-d0ce-7a2eeabfc733"
"TrustedPath UAC Bypass Pattern","critical",,,,"6ffb15be-b4f1-f105-4d90-0797b05c1838"
"Potential Execution of Sysinternals Tools","low",,,,"a42438c9-7c08-7a7e-2791-43440efb6047"
"HackTool - Koadic Execution","high",,,,"21709122-92d3-408a-ce43-7f0ab256c315"
"Loaded Module Enumeration Via Tasklist.EXE","medium",,,,"0f054564-5b4b-f7e3-ffa7-a1afda6c3715"
"Recon Command Output Piped To Findstr.EXE","medium",,,,"afc0e7da-4e96-1953-3fa3-8e9112c06c1c"
"File Explorer Folder Opened Using Explorer Folder Shortcut Via Shell","high",,,,"0c504797-106a-bd3f-6172-cebfb63391b1"
"Exports Critical Registry Keys To a File","high",,,,"d68e9dcc-21b3-418c-4d05-669b4d9c0511"
"Potential PowerShell Execution Via DLL","high",,,,"52aeb4d7-4368-4da4-c717-f3b016a01d64"
"HackTool - TruffleSnout Execution","high",,,,"56a9069d-21e3-4b02-f132-6a4e930a4432"
"File Download From IP Based URL Via CertOC.EXE","high",,,,"67db6bcf-cb5b-3e0b-2ba8-4afd9e5ca3a8"
"Persistence Via Sticky Key Backdoor","critical",,,,"61dd8b58-6c93-639f-6342-1ba077ce0f45"
"XBAP Execution From Uncommon Locations Via PresentationHost.EXE","medium",,,,"7466d932-270d-a4c2-5851-05e1557ee730"
"Sysmon Configuration Update","medium",,,,"055ae5db-808f-a1cc-57ac-99f0fadbab7f"
"Suspicious PowerShell Parent Process","high",,,,"a453a0f3-e93d-a242-f111-8c1267906414"
"Suspicious Process Start Locations","medium",,,,"1e2a7e53-8c4f-8c72-f7cc-26dca620d1c8"
"Potential Privilege Escalation via Service Permissions Weakness","high",,,,"c9ee66ac-639b-5403-8384-6c70ecdcddc1"
"Bypass UAC via Fodhelper.exe","high",,,,"274285c4-15a3-9ee1-1a76-fa05fa2b17e1"
"Potentially Suspicious EventLog Recon Activity Using Log Query Utilities","medium",,,,"c833260b-e625-9fc5-e600-302e176fb76e"
"Suspicious Eventlog Clearing or Configuration Change Activity","high",,,,"676111e7-0d6f-b5f4-e267-6399b5052fdc"
"Harvesting Of Wifi Credentials Via Netsh.EXE","medium",,,,"bbc6093d-c0e1-e946-62dd-d27307534a1f"
"Potentially Suspicious Rundll32 Activity","medium",,,,"756c6a71-c6c7-f447-b851-823221c5d2fc"
"Sticky Key Like Backdoor Execution","critical",,,,"0a237495-b305-87bb-8e26-417ba98a4546"
"PowerShell Base64 Encoded Reflective Assembly Load","high",,,,"5b3bdcfc-fce3-bba8-39c8-ba8a4776d99e"
"Windows Internet Hosted WebDav Share Mount Via Net.EXE","high",,,,"bc7f261d-3cfe-72c9-521d-d3cd1a0032bf"
"Whoami.EXE Execution Anomaly","medium",,,,"5a52bc92-7713-3fca-6d54-f03845a88c47"
"Suspicious Certreq Command to Download","high",,,,"f35bf333-81f6-500b-dc59-92da984b5ea2"
"Suspicious Shells Spawn by Java Utility Keytool","high",,,,"cb8f70fe-80c4-48c0-0473-656666b52064"
"HackTool - Rubeus Execution","critical",,,,"be670d5c-31eb-7391-4d2e-d122c89cd5bb"
"Private Keys Reconnaissance Via CommandLine Tools","medium",,,,"6608cba0-3816-77a3-31ab-3b70c790f18c"
"Suspicious File Download From File Sharing Domain Via Curl.EXE","high",,,,"ebccbc0b-0513-7912-7679-1ff5d676842e"
"Suspicious Windows Defender Registry Key Tampering Via Reg.EXE","high",,,,"0e292cea-6680-a95e-46e2-4b938a65597e"
"Suspicious Key Manager Access","high",,,,"01184351-0c59-01e2-23f8-68eb74e51558"
"Remote File Download Via Desktopimgdownldr Utility","medium",,,,"f4d831e1-972e-94c7-61af-2c756813c8af"
"Indirect Command Execution From Script File Via Bash.EXE","medium",,,,"55a1a7a8-02ee-7df8-a5e6-387dda75fc16"
"User Added to Local Administrators Group","medium",,,,"dd05faca-794f-ae1f-a880-bb0237d1443f"
"Suspicious Mstsc.EXE Execution With Local RDP File","high",,,,"b881e130-b2f3-59a2-f31f-1ab4f003c199"
"Use of OpenConsole","medium",,,,"94528740-76e2-5bfd-e3d5-a6fc1aea5bcd"
"HackTool - SharpMove Tool Execution","high",,,,"a7c815fc-1c17-fb9b-3993-9508f7fe6f3f"
"Hiding User Account Via SpecialAccounts Registry Key - CommandLine","medium",,,,"314ca2e6-e324-0e58-b1e7-2d38858b534a"
"Netsh Allow Group Policy on Microsoft Defender Firewall","medium",,,,"57fc2f43-fec9-1e23-2c1e-a5bddad94af2"
"Certificate Exported Via Certutil.EXE","medium",,,,"5dd528dc-d144-18ab-88ff-fca3158b68c5"
"Potential Windows Defender AV Bypass Via Dump64.EXE Rename","high",,,,"183b6ab0-741c-5a2c-a72d-660f201d5710"
"Windows Hotfix Updates Reconnaissance Via Wmic.EXE","medium",,,,"1bc24d28-b7b8-e116-11bd-46368cdb03ac"
"PUA - DIT Snapshot Viewer","high",,,,"835ff144-018a-4ec5-3788-ea773f0fd869"
"Potential PowerShell Command Line Obfuscation","high",,,,"8f07f78d-22f4-9cc9-b3fb-8d8c7b056395"
"HackTool - CrackMapExec Execution Patterns","high",,,,"a4a76a8b-fc4f-2887-8edc-9a4d71e5c86b"
"Potential CobaltStrike Process Patterns","high",,,,"c78a9b49-3e9d-b00c-9e65-90d9f30bbe50"
"Unsigned AppX Installation Attempt Using Add-AppxPackage","medium",,,,"73845b5a-3c6f-eabe-4bcd-e9581c82d899"
"PowerShell DownloadFile","high",,,,"c095d894-f021-b42f-054d-9727ada91e6a"
"Tasks Folder Evasion","high",,,,"f671b855-3ea9-045a-c84d-36fc3884e2c7"
"Uncommon Child Processes Of SndVol.exe","medium",,,,"bb3d59c6-7ec7-685a-4ae1-f39045534f39"
"HTML Help HH.EXE Suspicious Child Process","high",,,,"69f1f3b5-0009-eed3-f99e-e0db531c168b"
"Invoke-Obfuscation Via Use MSHTA","high",,,,"14fd1424-cb14-6945-1567-9017b4b23da5"
"Non-privileged Usage of Reg or Powershell","high",,,,"91dc62f7-9e6b-59c0-27d2-ccac03bed57c"
"Suspicious Modification Of Scheduled Tasks","high",,,,"687367a8-d423-cb00-4753-adfcbf3ef580"
"Potential Recon Activity Via Nltest.EXE","medium",,,,"b775be60-00d5-cb10-a24f-ba7f10563dcb"
"Potentially Suspicious Command Targeting Teams Sensitive Files","medium",,,,"d1521b48-cb82-dd9a-0d90-4e3a69b29fb2"
"Unusual Child Process of dns.exe","high",,,,"256784a9-8cdb-2cfd-8363-95ac15a61e9c"
"LOLBIN Execution From Abnormal Drive","medium",,,,"77495bbc-a90d-6112-a1bf-c357d3b901fd"
"Potentially Suspicious Child Process Of WinRAR.EXE","medium",,,,"c57b53ed-b127-34e4-6906-e0e36b11d5ed"
"Folder Compress To Potentially Suspicious Output Via Compress-Archive Cmdlet","medium",,,,"ff580d50-30ff-1e98-ec8c-c70512d70b55"
"Renamed AutoIt Execution","high",,,,"6c6e8f1c-70aa-c21c-7860-3cd72022adb7"
"QuickAssist Execution","low",,,,"7eddf245-1436-4062-e0cb-f656cda705b9"
"Perl Inline Command Execution","medium",,,,"1c7255e9-5677-0dce-20d7-83f42f4a517c"
"Odbcconf.EXE Suspicious DLL Location","high",,,,"a6a65b53-c476-cb1e-8267-5383b33c0dc1"
"Remote Access Tool - ScreenConnect Installation Execution","medium",,,,"16e1adf7-4ed1-54b8-0031-41fd83c53349"
"Potential Cookies Session Hijacking","medium",,,,"ec0626ac-00c0-7cf3-223c-20d71ccd38c0"
"Use Short Name Path in Command Line","medium",,,,"ee28ff63-eaf6-56ee-7406-da65896bc0e5"
"Potential DLL Injection Or Execution Using Tracker.exe","medium",,,,"8f82ce6b-dc46-1b1e-3024-baa24253e735"
"Stop Windows Service Via Net.EXE","low",,,,"a0d8ce28-b409-13a0-c884-65166e1aa672"
"Windows Share Mount Via Net.EXE","low",,,,"3037cec2-08d0-f4a4-91c3-668db3535704"
"Potential Process Execution Proxy Via CL_Invocation.ps1","medium",,,,"8b1a1dbd-8084-e219-f9ee-15c286aab6c9"
"Tap Installer Execution","medium",,,,"9bce1ab7-f1d3-6e4c-e5ae-6cdb2b974218"
"Potential NTLM Coercion Via Certutil.EXE","high",,,,"62e77033-e379-af4f-5bc4-a7f722328265"
"Remote Access Tool - AnyDesk Piped Password Via CLI","medium",,,,"ae6951e9-b0dd-cdaa-48f1-9c0ec91d0faf"
"Suspicious PowerShell Invocations - Specific - ProcessCreation","medium",,,,"1c5c23b8-d4a3-0d4b-6116-74f8ddd96546"
"PowerShell Get-Process LSASS","high",,,,"0ac2cb1c-3284-c46e-dd61-1fd81302ad3c"
"Chromium Browser Instance Executed With Custom Extension","medium",,,,"8974c35e-3161-6538-c0ef-b12e467718a7"
"Interesting Service Enumeration Via Sc.EXE","low",,,,"75a50ccd-ba64-66cd-de19-003e2f044761"
"Execute Pcwrun.EXE To Leverage Follina","high",,,,"c94695cb-a047-b9fd-ad81-7c51224d6fd0"
"Suspicious Usage Of Active Directory Diagnostic Tool (ntdsutil.exe)","medium",,,,"693159ba-e2b9-cb03-30d0-5234a23b26d7"
"Php Inline Command Execution","medium",,,,"4329e2b7-363d-b9dc-cbd5-6bbcc79a1b5b"
"Potentially Suspicious Rundll32.EXE Execution of UDL File","medium",,,,"13ca85ff-edb5-1f6f-fc72-7387eced96e9"
"Notepad Password Files Discovery","low",,,,"88058179-1331-afd7-eaea-6a77664d95dc"
"DLL Execution Via Register-cimprovider.exe","medium",,,,"0d101a61-8aa2-979a-93db-fff8ad1a96aa"
"Response File Execution Via Odbcconf.EXE","medium",,,,"711f2e81-bb48-8eaf-84ad-7a331ee0cd95"
"Potential Product Reconnaissance Via Wmic.EXE","medium",,,,"22cc197f-f74f-a4e3-7021-a3b56dee5864"
"WhoAmI as Parameter","high",,,,"f7b452f3-c372-03f2-644e-7be14a8e5b73"
"Local Accounts Discovery","low",,,,"70d8efc3-4098-d71c-be3c-59f75ccb6019"
"Invocation of Active Directory Diagnostic Tool (ntdsutil.exe)","medium",,,,"4b8e07ad-57d3-608d-6f9e-31047dfeb0de"
"Operator Bloopers Cobalt Strike Commands","high",,,,"03f7ca7a-c93c-f02e-e9b4-d9b00a382023"
"Uncommon Child Process Of Defaultpack.EXE","medium",,,,"91d53283-959d-c486-79b7-288d5aa3be9c"
"Suspicious Persistence Via VMwareToolBoxCmd.EXE VM State Change Script","high",,,,"2f54a1b2-dad9-be0e-bdd0-a299137396ac"
"Stop Windows Service Via PowerShell Stop-Service","low",,,,"c53a6656-ecdc-89f8-742f-0455f2ed3c64"
"Uncommon AddinUtil.EXE CommandLine Execution","medium",,,,"5139400c-0a53-d802-9187-cd5a90a2b9d5"
"Potential DLL Injection Via AccCheckConsole","medium",,,,"db8f163e-5399-d993-524b-d1c4ad63c442"
"SQLite Firefox Profile Data DB Access","high",,,,"28b7f50a-c189-4a2f-314e-b19aa4b63468"
"Suspicious Execution of Hostname","low",,,,"70d8280e-179e-392c-fb0d-96528c5d36cc"
"Uncommon System Information Discovery Via Wmic.EXE","medium",,,,"80fc60a3-3570-d8c6-9ee9-d527bfd15b84"
"Scheduled Task Executing Payload from Registry","medium",,,,"bde2aa8e-57e6-7c83-466b-dfdcf1a7de29"
"Regsvr32 Execution From Highly Suspicious Location","high",,,,"f0f9d4eb-6b2b-b7dd-4bba-a3e2739203f4"
"Audio Capture via PowerShell","medium",,,,"3b83d907-4a3c-e167-7892-6f19c85d3edd"
"Potential Product Class Reconnaissance Via Wmic.EXE","medium",,,,"4bfb861e-7df2-1670-f8ba-15b3d32325bf"
"Replace.exe Usage","medium",,,,"02224309-c907-6de7-60e0-09470aa6d721"
"Arbitrary DLL or Csproj Code Execution Via Dotnet.EXE","medium",,,,"7fe031ee-5c6c-0eea-fe28-fb72cbbe1aed"
